ts,ambient_temp,ambient_humidity,ambient_city,zap_temperatura,zap_velocidad_tambor,zap_velocidad_chip,zap_alimentacion,sec_temperatura,sec_humedad,sec_velocidad_aire,sec_estado,can_velocidad_molino,can_tamano_particula,can_estado,cam1_temperatura,cam1_humedad,cam1_co2,cam1_carga_kg,cam1_dias,cam1_ventilador,cam2_temperatura,cam2_humedad,cam2_co2,cam2_carga_kg,cam2_dias,cam2_ventilador,cam3_temperatura,cam3_humedad,cam3_co2,cam3_carga_kg,cam3_dias,cam3_ventilador,cam4_temperatura,cam4_humedad,cam4_co2,cam4_carga_kg,cam4_dias,cam4_ventilador
2026-05-21T11:31:40.795238+00:00,17.5,81.0,"Posadas, Misiones, Argentina",346.32,15.0,30.0,1,15.5,49.71,2.5,1,60.0,0.3,1,44.33,81.15,420.0,0.0,0.0,1,17.39,80.96,420.0,0.0,0.0,1,17.4,81.04,420.0,0.0,0.0,1,17.55,81.01,420.0,0.0,0.0,1
2026-05-21T11:31:50.796659+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.62,15.0,30.0,1,15.5,49.69,2.5,1,60.0,15.0,1,44.26,81.2,420.0,0.0,0.0,1,17.53,81.0,420.0,0.0,0.0,1,17.44,81.0,420.0,0.0,0.0,1,17.49,80.95,420.0,0.0,0.0,1
2026-05-21T11:32:00.799008+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.54,15.0,30.0,1,15.5,49.71,2.5,1,60.0,0.3,1,44.24,81.19,420.0,0.0,0.0,1,17.5,80.98,420.0,0.0,0.0,1,17.37,81.0,420.0,0.0,0.0,1,17.59,80.99,420.0,0.0,0.0,1
2026-05-21T11:32:10.800327+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.81,15.0,30.0,1,15.5,49.72,2.5,1,60.0,15.0,1,44.23,81.21,420.0,0.0,0.0,1,17.54,81.01,420.0,0.0,0.0,1,17.31,81.03,420.0,0.0,0.0,1,17.47,80.97,420.0,0.0,0.0,1
2026-05-21T11:32:20.801688+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.3,15.0,30.0,1,15.5,49.68,2.5,1,60.0,0.3,1,44.22,81.18,420.0,0.0,0.0,1,17.46,80.98,420.0,0.0,0.0,1,17.47,80.96,420.0,0.0,0.0,1,17.5,80.99,420.0,0.0,0.0,1
2026-05-21T11:32:30.802808+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.88,15.0,30.0,1,15.5,49.68,2.5,1,60.0,15.0,1,44.3,81.13,420.0,0.0,0.0,1,17.42,80.97,420.0,0.0,0.0,1,17.54,81.06,420.0,0.0,0.0,1,17.5,81.02,420.0,0.0,0.0,1
2026-05-21T11:32:40.804107+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.25,15.0,30.0,1,15.5,49.7,2.5,1,60.0,0.3,1,44.27,81.11,420.0,0.0,0.0,1,17.55,81.02,420.0,0.0,0.0,1,17.35,81.01,420.0,0.0,0.0,1,17.52,81.0,420.0,0.0,0.0,1
2026-05-21T11:32:50.805148+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.99,15.0,30.0,1,15.5,49.67,2.5,1,60.0,15.0,1,44.28,81.15,420.0,0.0,0.0,1,17.42,81.01,420.0,0.0,0.0,1,17.53,80.99,420.0,0.0,0.0,1,17.52,81.01,420.0,0.0,0.0,1
2026-05-21T11:33:00.805756+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.06,15.0,30.0,1,15.5,49.68,2.5,1,60.0,0.3,1,44.26,81.18,420.0,0.0,0.0,1,17.36,81.0,420.0,0.0,0.0,1,17.5,81.05,420.0,0.0,0.0,1,17.5,81.01,420.0,0.0,0.0,1
2026-05-21T11:33:10.806400+00:00,17.5,81.0,"Posadas, Misiones, Argentina",346.29,15.0,30.0,1,15.5,49.67,2.5,1,60.0,15.0,1,44.27,81.17,420.0,0.0,0.0,1,17.49,81.03,420.0,0.0,0.0,1,17.47,80.96,420.0,0.0,0.0,1,17.54,80.96,420.0,0.0,0.0,1
2026-05-21T11:33:20.808039+00:00,17.5,81.0,"Posadas, Misiones, Argentina",344.76,15.0,30.0,1,15.5,49.71,2.5,1,60.0,0.3,1,44.33,81.21,420.0,0.0,0.0,1,17.37,81.05,420.0,0.0,0.0,1,17.56,80.95,420.0,0.0,0.0,1,17.48,81.02,420.0,0.0,0.0,1
2026-05-21T11:33:30.808613+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.25,15.0,30.0,1,15.5,49.68,2.5,1,60.0,0.3,1,44.4,81.14,420.0,0.0,0.0,1,17.37,81.05,420.0,0.0,0.0,1,17.27,80.97,420.0,0.0,0.0,1,17.29,81.01,420.0,0.0,0.0,1
2026-05-21T11:33:40.809740+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.82,15.0,30.0,1,15.5,49.68,2.5,1,60.0,15.0,1,44.36,81.2,420.0,0.0,0.0,1,17.49,81.04,420.0,0.0,0.0,1,17.51,81.01,420.0,0.0,0.0,1,17.5,81.03,420.0,0.0,0.0,1
2026-05-21T11:33:50.810650+00:00,17.5,81.0,"Posadas, Misiones, Argentina",346.26,15.0,30.0,1,15.5,49.71,2.5,1,60.0,0.3,1,44.28,81.2,420.0,0.0,0.0,1,17.45,81.02,420.0,0.0,0.0,1,17.57,80.97,420.0,0.0,0.0,1,17.47,80.98,420.0,0.0,0.0,1
2026-05-21T11:34:00.811855+00:00,17.5,81.0,"Posadas, Misiones, Argentina",344.78,15.0,30.0,1,15.5,49.7,2.5,1,60.0,15.0,1,44.25,81.15,420.0,0.0,0.0,1,17.54,80.94,420.0,0.0,0.0,1,17.42,80.99,420.0,0.0,0.0,1,17.56,80.96,420.0,0.0,0.0,1
2026-05-21T11:34:10.813095+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.22,15.0,30.0,1,15.5,49.71,2.5,1,60.0,0.3,1,44.2,81.14,420.0,0.0,0.0,1,17.38,81.02,420.0,0.0,0.0,1,17.44,81.01,420.0,0.0,0.0,1,17.42,81.06,420.0,0.0,0.0,1
2026-05-21T11:34:20.814121+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.57,15.0,30.0,1,15.5,49.67,2.5,1,60.0,15.0,1,44.27,81.16,420.0,0.0,0.0,1,17.55,80.99,420.0,0.0,0.0,1,17.52,81.01,420.0,0.0,0.0,1,17.45,81.02,420.0,0.0,0.0,1
2026-05-21T11:34:30.815035+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.76,15.0,30.0,1,15.5,49.67,2.5,1,60.0,0.3,1,44.35,81.15,420.0,0.0,0.0,1,17.45,80.99,420.0,0.0,0.0,1,17.4,81.01,420.0,0.0,0.0,1,17.48,81.0,420.0,0.0,0.0,1
2026-05-21T11:34:40.816351+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.81,15.0,30.0,1,15.5,49.67,2.5,1,60.0,15.0,1,44.2,81.19,420.0,0.0,0.0,1,17.56,80.99,420.0,0.0,0.0,1,17.55,80.96,420.0,0.0,0.0,1,17.32,80.97,420.0,0.0,0.0,1
2026-05-21T11:34:50.817459+00:00,17.5,81.0,"Posadas, Misiones, Argentina",346.04,15.0,30.0,1,15.5,49.69,2.5,1,60.0,0.3,1,44.21,81.15,420.0,0.0,0.0,1,17.53,80.95,420.0,0.0,0.0,1,17.52,81.0,420.0,0.0,0.0,1,17.37,80.99,420.0,0.0,0.0,1
2026-05-21T11:35:00.817953+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.38,15.0,30.0,1,15.5,49.68,2.5,1,60.0,15.0,1,44.36,81.12,420.0,0.0,0.0,1,17.48,80.97,420.0,0.0,0.0,1,17.44,80.99,420.0,0.0,0.0,1,17.46,80.97,420.0,0.0,0.0,1
2026-05-21T11:35:10.819487+00:00,17.5,81.0,"Posadas, Misiones, Argentina",346.1,15.0,30.0,1,15.5,49.67,2.5,1,60.0,15.0,1,44.35,81.17,420.0,0.0,0.0,1,17.45,81.05,420.0,0.0,0.0,1,17.39,80.98,420.0,0.0,0.0,1,17.42,80.97,420.0,0.0,0.0,1
2026-05-21T11:35:20.820730+00:00,17.5,81.0,"Posadas, Misiones, Argentina",346.02,15.0,30.0,1,15.5,49.69,2.5,1,60.0,0.3,1,44.34,81.16,420.0,0.0,0.0,1,17.42,80.99,420.0,0.0,0.0,1,17.44,80.99,420.0,0.0,0.0,1,17.51,80.98,420.0,0.0,0.0,1
2026-05-21T11:35:30.822675+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.69,15.0,30.0,1,15.5,49.7,2.5,1,60.0,15.0,1,44.33,81.16,420.0,0.0,0.0,1,17.39,80.97,420.0,0.0,0.0,1,17.51,81.02,420.0,0.0,0.0,1,17.57,81.02,420.0,0.0,0.0,1
2026-05-21T11:35:40.823989+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.67,15.0,30.0,1,15.5,49.68,2.5,1,60.0,0.3,1,44.26,81.12,420.0,0.0,0.0,1,17.51,81.03,420.0,0.0,0.0,1,17.29,80.97,420.0,0.0,0.0,1,17.52,81.0,420.0,0.0,0.0,1
2026-05-21T11:35:50.825183+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.75,15.0,30.0,1,15.5,49.67,2.5,1,60.0,0.3,1,44.33,81.17,420.0,0.0,0.0,1,17.48,80.95,420.0,0.0,0.0,1,17.42,80.98,420.0,0.0,0.0,1,17.37,80.98,420.0,0.0,0.0,1
2026-05-21T11:36:00.825939+00:00,17.5,81.0,"Posadas, Misiones, Argentina",346.41,15.0,30.0,1,15.5,49.7,2.5,1,60.0,15.0,1,44.31,81.18,420.0,0.0,0.0,1,17.56,81.01,420.0,0.0,0.0,1,17.29,81.04,420.0,0.0,0.0,1,17.32,80.97,420.0,0.0,0.0,1
2026-05-21T11:36:10.827326+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.43,15.0,30.0,1,15.5,49.69,2.5,1,60.0,0.3,1,44.29,81.21,420.0,0.0,0.0,1,17.43,80.99,420.0,0.0,0.0,1,17.41,81.01,420.0,0.0,0.0,1,17.5,81.03,420.0,0.0,0.0,1
2026-05-21T11:36:20.828368+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.71,15.0,30.0,1,15.5,49.71,2.5,1,60.0,15.0,1,44.26,81.2,420.0,0.0,0.0,1,17.43,81.0,420.0,0.0,0.0,1,17.51,81.04,420.0,0.0,0.0,1,17.51,81.04,420.0,0.0,0.0,1
2026-05-21T11:36:30.828914+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.42,15.0,30.0,1,15.5,49.71,2.5,1,60.0,0.3,1,44.35,81.16,420.0,0.0,0.0,1,17.47,81.03,420.0,0.0,0.0,1,17.49,80.94,420.0,0.0,0.0,1,17.48,80.99,420.0,0.0,0.0,1
2026-05-21T11:36:40.830100+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.26,15.0,30.0,1,15.5,49.7,2.5,1,60.0,15.0,1,44.37,81.15,420.0,0.0,0.0,1,17.46,81.0,420.0,0.0,0.0,1,17.47,80.99,420.0,0.0,0.0,1,17.38,81.02,420.0,0.0,0.0,1
2026-05-21T11:36:50.831455+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.44,15.0,30.0,1,15.5,49.69,2.5,1,60.0,0.3,1,44.17,81.15,420.0,0.0,0.0,1,17.29,80.97,420.0,0.0,0.0,1,17.44,81.03,420.0,0.0,0.0,1,17.23,81.0,420.0,0.0,0.0,1
2026-05-21T11:37:00.832032+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.74,15.0,30.0,1,15.5,49.68,2.5,1,60.0,15.0,1,44.27,81.15,420.0,0.0,0.0,1,17.48,81.0,420.0,0.0,0.0,1,17.37,81.02,420.0,0.0,0.0,1,17.41,81.0,420.0,0.0,0.0,1
2026-05-21T11:37:10.832667+00:00,17.5,81.0,"Posadas, Misiones, Argentina",344.82,15.0,30.0,1,15.5,49.71,2.5,1,60.0,15.0,1,44.29,81.14,420.0,0.0,0.0,1,17.47,80.96,420.0,0.0,0.0,1,17.25,81.03,420.0,0.0,0.0,1,17.48,81.02,420.0,0.0,0.0,1
2026-05-21T11:37:20.833905+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.68,15.0,30.0,1,15.5,49.68,2.5,1,60.0,0.3,1,44.28,81.17,420.0,0.0,0.0,1,17.5,80.97,420.0,0.0,0.0,1,17.43,81.01,420.0,0.0,0.0,1,17.46,81.04,420.0,0.0,0.0,1
2026-05-21T11:37:30.834445+00:00,17.5,81.0,"Posadas, Misiones, Argentina",346.67,15.0,30.0,1,15.5,49.71,2.5,1,60.0,15.0,1,44.3,81.15,420.0,0.0,0.0,1,17.54,81.04,420.0,0.0,0.0,1,17.57,81.0,420.0,0.0,0.0,1,17.41,81.04,420.0,0.0,0.0,1
2026-05-21T11:37:40.835728+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.67,15.0,30.0,1,15.5,49.7,2.5,1,60.0,0.3,1,44.25,81.19,420.0,0.0,0.0,1,17.38,80.95,420.0,0.0,0.0,1,17.51,81.0,420.0,0.0,0.0,1,17.4,80.97,420.0,0.0,0.0,1
2026-05-21T11:37:50.836343+00:00,17.5,81.0,"Posadas, Misiones, Argentina",346.29,15.0,30.0,1,15.5,49.66,2.5,1,60.0,15.0,1,44.27,81.17,420.0,0.0,0.0,1,17.56,80.97,420.0,0.0,0.0,1,17.49,81.03,420.0,0.0,0.0,1,17.44,81.03,420.0,0.0,0.0,1
2026-05-21T11:38:00.837117+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.57,15.0,30.0,1,15.5,49.67,2.5,1,60.0,0.3,1,44.27,81.13,420.0,0.0,0.0,1,17.5,81.01,420.0,0.0,0.0,1,17.36,81.0,420.0,0.0,0.0,1,17.41,80.99,420.0,0.0,0.0,1
2026-05-21T11:38:10.837698+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.68,15.0,30.0,1,15.5,49.69,2.5,1,60.0,15.0,1,44.25,81.14,420.0,0.0,0.0,1,17.52,81.05,420.0,0.0,0.0,1,17.5,80.98,420.0,0.0,0.0,1,17.53,80.97,420.0,0.0,0.0,1
2026-05-21T11:38:20.838766+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.2,15.0,30.0,1,15.5,49.69,2.5,1,60.0,15.0,1,44.29,81.13,420.0,0.0,0.0,1,17.38,80.99,420.0,0.0,0.0,1,17.56,81.04,420.0,0.0,0.0,1,17.42,80.98,420.0,0.0,0.0,1
2026-05-21T11:38:30.839987+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.31,15.0,30.0,1,15.5,49.7,2.5,1,60.0,0.3,1,44.32,81.19,420.0,0.0,0.0,1,17.43,81.04,420.0,0.0,0.0,1,17.38,81.02,420.0,0.0,0.0,1,17.35,80.95,420.0,0.0,0.0,1
2026-05-21T11:38:40.841138+00:00,17.5,81.0,"Posadas, Misiones, Argentina",346.22,15.0,30.0,1,15.5,49.68,2.5,1,60.0,15.0,1,44.3,81.15,420.0,0.0,0.0,1,17.48,81.03,420.0,0.0,0.0,1,17.42,80.97,420.0,0.0,0.0,1,17.49,81.03,420.0,0.0,0.0,1
2026-05-21T11:38:50.841750+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.53,15.0,30.0,1,15.5,49.7,2.5,1,60.0,0.3,1,44.28,81.14,420.0,0.0,0.0,1,17.5,81.02,420.0,0.0,0.0,1,17.58,81.06,420.0,0.0,0.0,1,17.53,81.03,420.0,0.0,0.0,1
2026-05-21T11:39:00.842902+00:00,17.5,81.0,"Posadas, Misiones, Argentina",346.23,15.0,30.0,1,15.5,49.7,2.5,1,60.0,15.0,1,44.33,81.1,420.0,0.0,0.0,1,17.46,81.02,420.0,0.0,0.0,1,17.4,80.94,420.0,0.0,0.0,1,17.45,80.99,420.0,0.0,0.0,1
2026-05-21T11:39:10.844211+00:00,17.5,81.0,"Posadas, Misiones, Argentina",345.44,15.0,30.0,1,15.5,49.7,2.5,1,60.0,0.3,1,44.25,81.14,420.0,0.0,0.0,1,17.53,80.97,420.0,0.0,0.0,1,17.5,81.0,420.0,0.0,0.0,1,17.51,80.95,420.0,0.0,0.0,1
